"","ID","GENDER_CODE","CITY","STATE_CODE","ZIPCODE","HAVE_PHONE","EMAIL_ADDRESS","DEGREE1_GRAD_DATE","DEGREE1_CAMPUS","DEGREE1_DEGREE","DEGREE1_SCHOOL","DEGREE1_MAJOR","DEGREE2_GRAD_DATE","DEGREE2_CAMPUS","DEGREE2_DEGREE","DEGREE2_SCHOOL","DEGREE2_MAJOR","NON.UT_DEGREES","SpouseGradUT","SPOUSE_NON_UT_DEGREES","RELATIONS_UT","FRATERNITY.SORORITY","STUDENT.LIFE","X1ST_GIFT_UT","WE","LOGAMOUNT"
"4707",3108,"F","Knoxville","TN","37914","Yes","Present",1998,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","Yes","No","Missing","","Y",1998,"WE6 - $50,000 < $100,000",NA
"20918",3109,"M","Katy","TX","77494","No","Present",1980,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","","N",1998,"WE6 - $50,000 < $100,000",NA
"35779",3110,"M","Nashville","TN","37204","Yes","Present",2009,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",2012,"UTK","Doctor of Jurisprudence","Law - UTK","Law","No","","No","Present","","Y",2009,"WEZ - Unable to Rate",NA
"4622",3111,"M","Hendersonville","TN","37075","Yes","Present",2011,"UTK","Bachelor of Science","Bus Adm - UTK","Logistics",NA," "," "," "," ","No","Yes","No","Missing","","N",2011,"WE7 - $25,000 < $50,000",NA
"8194",3114,"F","Knoxville","TN","37919","Yes","Present",2014,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Missing","","N",2015,"WEZ - Unable to Rate",NA
"41279",3116,"F","Louisville","TN","37777","Yes","Present",1969,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","Yes","No","Present","UTK - Chi Omega","Y",1978,"WE6 - $50,000 < $100,000",NA
"8718",3122,"F","Knoxville","TN","37921","Yes","Present",2002,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","N",2008,"WE7 - $25,000 < $50,000",NA
"19893",3133,"M","Knoxville","TN","37923","Yes","Present",1983,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",2001,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting","No","","No","Missing","","N",1984,"WE6 - $50,000 < $100,000",NA
"30592",3136,"M","Chattanooga","TN","37415","Yes","Missing",1989,"UTK","Bachelor of Science","Bus Adm - UTK","Management",NA," "," "," "," ","No","","No","Missing","","N",2015,"WE7 - $25,000 < $50,000",NA
"43561",3139,"F","New Tazewell","TN","37825","Yes","Present",1992,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Present","","Y",1992,"WE7 - $25,000 < $50,000",NA
"2544",3140,"M","Smyrna","GA","30080","Yes","Present",1971,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","Yes","No","Missing","","N",1978,"WE5 - $100,000 < $250,000",NA
"8126",3143,"F","Hoschton","GA","30548","Yes","Present",1995,"UTK","Bachelor of Science","Bus Adm - UTK","Statistics",NA," "," "," "," ","No","","No","Missing","","Y",1995,"WE7 - $25,000 < $50,000",NA
"13736",3145,"M","Hermitage","TN","37076","Yes","Present",1960,"UTK","Bachelor of Science","Bus Adm - UTK","Transportation/Logistics",NA," "," "," "," ","No","","No","Missing","UTK - Lambda Chi Alpha","Y",1972,"WE7 - $25,000 < $50,000",NA
"43419",3146,"M","Cordova","TN","38018","Yes","Present",1988,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","","No","Present","","N",1989,"WE7 - $25,000 < $50,000",NA
"42675",3147,"M","Knoxville","TN","37919","Yes","Missing",1983,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",2000,"UTM","Master of Business Administration","Bus Adm - Martin","Business Administration","No","","No","Present","","Y",1984,"WEZ - Unable to Rate",NA
"16401",3153,"M","Pleasant View","TN","37146","Yes","Present",1994,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Missing","","Y",2004,"WE7 - $25,000 < $50,000",NA
"13497",3157,"F","Knoxville","TN","37923","No","Present",1995,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","Y",2005,"WE7 - $25,000 < $50,000",NA
"40002",3158,"M","Murfreesboro","TN","37129","Yes","Present",2001,"UTK","Bachelor of Science","Bus Adm - UTK","Logistics & Transportation",NA," "," "," "," ","No","","No","Present","","N",2001,"WE6 - $50,000 < $100,000",NA
"7449",3162,"F","Knoxville","TN","37909","No","Present",2005,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Missing","","N",2014,"WEA - $5,000 < $10,000",NA
"8527",3168,"F","Murfreesboro","TN","37128","Yes","Present",2010,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Missing","","N",2014,"WEZ - Unable to Rate",NA
"1568",3169,"M","Harrisonburg","VA","22807","Yes","Present",1968,"UTK","Bachelor of Science","Bus Adm - UTK","Industrial Management",1979,"UTK","Master of Business Administration","Bus Adm - UTK","Transportation/Logistics","No","Yes","No","Missing","","N",1978,"WE6 - $50,000 < $100,000",NA
"4854",3173,"F","Kingston","TN","37763","Yes","Present",1975,"UTK","Bachelor of Science","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","Yes","No","Missing","","N",2008,"WE5 - $100,000 < $250,000",NA
"33076",3177,"M","Lake Worth","FL","33462","No","Missing",1986,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","N",1996,"WE7 - $25,000 < $50,000",NA
"13809",3182,"M","Knoxville","TN","37912","Yes","Present",1976,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","Y",1977,"WE6 - $50,000 < $100,000",NA
"23173",3184,"M","Knoxville","TN","37922","Yes","Present",1955,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","N",1978,"WE7 - $25,000 < $50,000",NA
"42563",3185,"M","Leland","NC","28451","No","Present",1999,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",2003,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration","No","","No","Present","","N",2001,"WEZ - Unable to Rate",NA
"33432",3189,"M","Fpo","AP","96349","No","Missing",2001,"UTK","Bachelor of Science","Bus Adm - UTK","Logistics & Transportation",NA," "," "," "," ","No","","No","Missing","","N",2001,"WEZ - Unable to Rate",NA
"42284",3190,"F","Fredericksburg","TX","78624","Yes","Missing",1958,"UTK"," ","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","","No","Present","","N",1978,"WEZ - Unable to Rate",NA
"27614",3196,"M","Knoxville","TN","37919","Yes","Missing",1984,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Missing","","N",1985,"WE5 - $100,000 < $250,000",NA
"6023",3201,"F","Knoxville","TN","37919","Yes","Present",2010,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",2011,"UTK","Master of Accountancy","Bus Adm - UTK","Accounting","No","","No","Missing","","N",2011,"WE7 - $25,000 < $50,000",NA
"10073",3204,"F","Asheville","NC","28805","Yes","Present",1961,"UTK","Bachelor of Science","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","","No","Missing","","N",1978,"WE8 - $15,000 < $25,000",NA
"6281",3205,"M","Nashville","TN","37215","Yes","Present",1974,"UTM","Bachelor of Science","Ag & Home Ec - Martin","General Agriculture",1988,"UTK","Master of Science","Agric - UTK","Agricultural Economics","No","","No","Missing","","N",1986,"WE4 - $250,000 < $500,000",NA
"13740",3208,"F","Starkville","MS","39759","Yes","Present",2004,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","","Y",2004,"WEZ - Unable to Rate",NA
"2768",3215,"M","Hermitage","TN","37076","Yes","Missing",1987,"UTK","Bachelor of Science","Bus Adm - UTK","Management",NA," "," "," "," ","No","Yes","No","Missing","","N",1994,"WE7 - $25,000 < $50,000",NA
"39120",3216,"M","Hickory","NC","28601","Yes","Present",1975,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","Yes","No","Present","","Y",1996,"WE5 - $100,000 < $250,000",NA
"17101",3217,"F","Knoxville","TN","37924","Yes","Present",2006,"UTK","Bachelor of Science","Bus Adm - UTK","Human Resource Development",2010,"UTK","Master of Science","Bus Adm - UTK","Human Resource Management","No","","No","Missing","","N",2006,"WE8 - $15,000 < $25,000",NA
"6892",3218,"M","Northport","AL","35473","Yes","Present",1958,"UTK","Bachelor of Science","Bus Adm - UTK","Personnel Management",NA," "," "," "," ","No","","No","Missing","","N",1998,"WE6 - $50,000 < $100,000",NA
"40410",3230,"M","Springfield","TN","37172","Yes","Present",1988,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",2012,"UTM","Master of Business Administration","Bus & Pub Aff - Martin","Business Administration","No","Yes","No","Present","","N",1994,"WE9 - $10,000 < $15,000",NA
"4576",3233,"F","Knoxville","TN","37909","No","Present",2010,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","Yes","No","Missing","","N",2010,"WE6 - $50,000 < $100,000",NA
"21695",3234,"F","Franklin","TN","37069","Yes","Present",1986,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","","No","Missing","","N",1992,"WE6 - $50,000 < $100,000",NA
"38981",3238,"M","Wichita","KS","67226","Yes","Present",1968,"UTK","Bachelor of Science","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","Yes","No","Present","UTK - Phi Gamma Delta","Y",1978,"WE6 - $50,000 < $100,000",NA
"16790",3240,"M","Cleveland","TN","37311","Yes","Present",1987,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","","No","Missing","","N",1996,"WE6 - $50,000 < $100,000",NA
"37887",3243,"F","Mechanicsville","VA","23116","Yes","Missing",1983,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","Yes","No","Present","","N",1997,"WE6 - $50,000 < $100,000",NA
"37699",3246,"M","Fort Worth","TX","76164","No","Present",1994,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Present","","N",2015,"WEA - $5,000 < $10,000",NA
"42644",3247,"M","Sevierville","TN","37864","No","Missing",1986,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",1988,"UTK","Doctor of Jurisprudence","Law - UTK","Law","No","","No","Present","","Y",1991,"WEC - $1 < $2,500",NA
"18500",3248,"M","New York","NY","10128","No","Present",2011,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",2012,"UTK","Master of Accountancy","Bus Adm - UTK","Accounting","No","","No","Missing","","N",2013,"WE6 - $50,000 < $100,000",NA
"23948",3257,"M","Nashville","TN","37211","Yes","Missing",1995,"UTK","Bachelor of Science","Bus Adm - UTK","Logistics & Transportation",NA," "," "," "," ","No","","No","Missing","","N",2000,"WE6 - $50,000 < $100,000",NA
"40530",3272,"M","Maryville","TN","37802","No","Present",1981,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Present","","N",1996,"WE5 - $100,000 < $250,000",NA
"34433",3273,"M","San Francisco","CA","94123","No","Missing",1973,"UTK","Bachelor of Science","Bus Adm - UTK","Transportation/Logistics",NA," "," "," "," ","No","","No","Missing","","Y",2005,"WE4 - $250,000 < $500,000",NA
"42052",3274,"F","Knoxville","TN","37931","Yes","Present",1977,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Present","","Y",1978,"WE5 - $100,000 < $250,000",NA
"25618",3275,"F","Oak Ridge","TN","37831","Yes","Missing",2003,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",2003,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting","No","","No","Missing","","N",2006,"WE5 - $100,000 < $250,000",NA
"22420",3278,"M","Johnson City","TN","37601","Yes","Present",2006,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",2007,"UTK","Master of Accountancy","Bus Adm - UTK","Accounting","No","","No","Missing","","N",2006,"WE5 - $100,000 < $250,000",NA
"42217",3280,"F","Huntersville","NC","28078","No","Missing",1980,"UTK","Bachelor of Science","Bus Adm - UTK","Personnel Management",NA," "," "," "," ","No","","No","Present","","N",1983,"WE5 - $100,000 < $250,000",NA
"11882",3287,"F","Saint Petersburg","FL","33703","Yes","Present",1982,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","Y",1982,"WE9 - $10,000 < $15,000",NA
"8076",3288,"M","Hendersonville","TN","37075","No","Present",1966,"UTK","Bachelor of Science","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","","No","Missing","","N",1988,"WE3 - $500,000 < $1 million",NA
"2987",3292,"M","Cookeville","TN","38506","Yes","Present",1989,"UTK","Bachelor of Science","Bus Adm - UTK","Transportation/Logistics",1989,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing","No","Yes","No","Missing","","N",1994,"WE7 - $25,000 < $50,000",NA
"32801",3293,"F","Knoxville","TN","37923","No","Missing",1993,"UTK","Bachelor of Science","Bus Adm - UTK","Management",NA," "," "," "," ","No","","No","Missing","","N",2011,"WEZ - Unable to Rate",NA
"36918",3294,"M","Knoxville","TN","37923","Yes","Present",1972,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","Yes","No","Present","","N",1982,"WE5 - $100,000 < $250,000",NA
"18574",3298,"M","Franklin","TN","37067","No","Present",2004,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Missing","","Y",2006,"WE6 - $50,000 < $100,000",NA
"29355",3306,"M","Brentwood","TN","37027","Yes","Missing",1995,"UTK","Bachelor of Science","Bus Adm - UTK","Management",NA," "," "," "," ","No","","No","Missing","","N",2014,"WE9 - $10,000 < $15,000",NA
"14742",3308,"M","Nashville","TN","37205","Yes","Present",1974,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","","No","Missing","","N",2005,"WE5 - $100,000 < $250,000",NA
"11521",3310,"M","Alexandria","VA","22301","Yes","Present",2003,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","Y",2009,"WE5 - $100,000 < $250,000",NA
"39798",3320,"M","Maryville","TN","37804","No","Present",1992,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","","No","Present","","N",2006,"WE7 - $25,000 < $50,000",NA
"10013",3322,"F","Pegram","TN","37143","Yes","Present",1978,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","","No","Missing","","N",2010,"WE6 - $50,000 < $100,000",NA
"38201",3328,"F","Raleigh","NC","27613","Yes","Present",1985,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Present","","Y",1987,"WE8 - $15,000 < $25,000",NA
"12080",3331,"M","Knoxville","TN","37934","Yes","Present",1988,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","","No","Missing","","Y",1989,"WE6 - $50,000 < $100,000",NA
"37486",3335,"M","Maryville","TN","37801","Yes","Present",1978,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","","No","Present","","N",1982,"WE7 - $25,000 < $50,000",NA
"39531",3339,"M","Shelbyville","TN","37160","Yes","Present",1976,"UTK","Bachelor of Science","Bus Adm - UTK","Economics",NA," "," "," "," ","No","","No","Present","","Y",1994,"WE6 - $50,000 < $100,000",NA
"37094",3341,"M","Dallas","TX","75225","Yes","Present",1959,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Present","UTK - Kappa Sigma","Y",1978,"WE4 - $250,000 < $500,000",NA
"38689",3342,"M","Knoxville","TN","37922","Yes","Present",1955,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Present","","N",1977,"WE5 - $100,000 < $250,000",NA
"30150",3343,"M","Fairfield","OH","45014","Yes","Missing",1956,"UTK","Bachelor of Science","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","","No","Missing","","N",1979,"WE5 - $100,000 < $250,000",NA
"6874",3348,"F","Tullahoma","TN","37388","No","Present",2008,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",2010,"UTK","Master of Accountancy","Bus Adm - UTK","Accounting","No","","No","Missing","","N",2011,"WE7 - $25,000 < $50,000",NA
"12509",3350,"F","Tampa","FL","33607","Yes","Present",1980,"UTK","Bachelor of Science","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","","No","Missing","","Y",2015,"WE6 - $50,000 < $100,000",NA
"42170",3351,"M","","","Unknown","Yes","Missing",1972,"UTK","Master of Science","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","","No","Present","","N",1978,"WE5 - $100,000 < $250,000",NA
"37722",3356,"M","Memphis","TN","38134","Yes","Present",1976,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","Yes","No","Present","","N",1979,"WE5 - $100,000 < $250,000",NA
"42981",3360,"M","Knoxville","TN","37918","Yes","Present",1991,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","Yes","No","Present","","N",2003,"WE7 - $25,000 < $50,000",NA
"43060",3361,"F","Miami","FL","33143","Yes","Present",1980,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","Yes","No","Present","UTK - Chi Omega","Y",1980,"WE5 - $100,000 < $250,000",NA
"37784",3367,"M","Mclean","VA","22102","Yes","Present",1973,"UTK","Bachelor of Science","Bus Adm - UTK","Transportation",NA," "," "," "," ","No","","No","Present","","N",1994,"WE1 - $5 million+",NA
"42107",3372,"M","Knoxville","TN","37909","No","Present",1997,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","Yes","No","Present","","Y",1999,"WE7 - $25,000 < $50,000",NA
"5789",3379,"F","Spring City","TN","37381","Yes","Present",1999,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","N",2012,"WE8 - $15,000 < $25,000",NA
"4258",3381,"M","Murfreesboro","TN","37127","Yes","Present",2004,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","Yes","No","Missing","","N",2005,"WE6 - $50,000 < $100,000",NA
"39355",3384,"M","Fort Pierce","FL","34981","Yes","Present",1975,"UTK","Bachelor of Science","Bus Adm - UTK","Public Administration",NA," "," "," "," ","No","","No","Present","","N",1978,"WEZ - Unable to Rate",NA
"12495",3389,"M","Paducah","KY","42003","Yes","Present",2002,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Missing","","N",2014,"WEB - $2,500 < $5,000",NA
"38088",3395,"M","Powell","TN","37849","Yes","Present",1997,"UTK","Bachelor of Science","Bus Adm - UTK","Management",NA," "," "," "," ","No","","No","Present","","Y",1998,"WE7 - $25,000 < $50,000",NA
"30875",3397,"M","Kennesaw","GA","30144","Yes","Missing",1965,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","Y",1978,"WE7 - $25,000 < $50,000",NA
"43627",3398,"F","Knoxville","TN","37938","Yes","Present",1978,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Present","","Y",1980,"WE8 - $15,000 < $25,000",NA
"35558",3405,"F","Knoxville","TN","37922","Yes","Present",1989,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Present","","N",2006,"WE5 - $100,000 < $250,000",NA
"22617",3413,"M","Knoxville","TN","37932","Yes","Present",1984,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","Y",1990,"WE9 - $10,000 < $15,000",NA
"759",3416,"M","Venice","FL","34292","No","Missing",1970,"UTK","Bachelor of Science","Bus Adm - UTK","Personnel Management",1973,"UTK","Master of Business Administration","Bus Adm - UTK","Unknown","No","Yes","No","Missing","UTK - Phi Sigma Kappa","Y",1979,"WE5 - $100,000 < $250,000",NA
"41424",3419,"M","Atlanta","GA","30328","Yes","Present",1970,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","Yes","No","Present","","Y",1986,"WEZ - Unable to Rate",NA
"12204",3420,"M","Fernandina Beach","FL","32035","Yes","Present",1997,"UTK","Bachelor of Arts","Arts & Sci - UTK","English",2002,"UTK","Doctor of Jurisprudence","Law - UTK","Law","No","","No","Missing","","Y",2002,"WEC - $1 < $2,500",NA
"5069",3426,"F","Knoxville","TN","37934","Yes","Present",2014,"UTK","Bachelor of Science","Bus Adm - UTK","BUSINESS ANALYTICS",NA," "," "," "," ","No","","No","Missing","","Y",2014,"WEZ - Unable to Rate",NA
"34678",3427,"M","Vancouver","WA","98661","Yes","Missing",2002,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",2003,"UTK","Master of Accountancy","Bus Adm - UTK","Accounting","No","","No","Present","","N",2002,"WE6 - $50,000 < $100,000",NA
"22821",3435,"M","Chicago","IL","60613","Yes","Present",2009,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Missing","","N",2009,"WE5 - $100,000 < $250,000",NA
"12496",3437,"M","Westwood","NJ","07675","No","Present",2000,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Missing","","N",2012,"WE6 - $50,000 < $100,000",NA
"41821",3438,"M"," "," ","Unknown","Yes","Present",1976,"UTK","Master of Arts","Bus Adm - UTK","Economics",1987,"UTK","Doctor of Philosophy","Bus Adm - UTK","Economics","No","","No","Present","","N",2001,"WEZ - Unable to Rate",NA
"20239",3441,"M","Powell","TN","37849","No","Present",1980,"UTK","Bachelor of Science","Bus Adm - UTK","Unknown",1984,"UTK","Master of Science","Educ - UTK","Public Health","No","","No","Missing","","N",1982,"WE6 - $50,000 < $100,000",NA
"32592",3447,"M","Knoxville","TN","37920","No","Missing",1986,"UTK","Bachelor of Science","Bus Adm - UTK","Transportation/Logistics",NA," "," "," "," ","No","","No","Missing","","N",1988,"WE8 - $15,000 < $25,000",NA
"32381",3448,"M","Franklin","TN","37067","No","Missing",1977,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","Y",1983,"WE5 - $100,000 < $250,000",NA
"22433",3457,"M","Atlanta","GA","30319","Yes","Present",1994,"UTK","Bachelor of Arts","Liberal Arts - UTK","History",1998,"UTK","Bachelor of Arts","Arts & Sci - UTK","Economics-Liberal Arts","No","","No","Missing","","N",1999,"WE5 - $100,000 < $250,000",NA
"36933",3458,"M","Knoxville","TN","37919","Yes","Present",1983,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","Yes","No","Present","","N",1989,"WE5 - $100,000 < $250,000",NA
"33578",3459,"M","Angel Fire","NM","87710","No","Missing",1974,"UTK","Bachelor of Science","Bus Adm - UTK","Real Estate & Urban Development",NA," "," "," "," ","No","","No","Missing","","N",2002,"WEZ - Unable to Rate",NA
"1603",3480,"M","Tullahoma","TN","37388","Yes","Present",1977,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","Yes","No","Missing","","N",2007,"WE3 - $500,000 < $1 million",NA
"37804",3482,"M","Plano","TX","75093","Yes","Present",1992,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","Yes","No","Present","","Y",1993,"WE6 - $50,000 < $100,000",NA
"36768",3484,"F","Knoxville","TN","37923","Yes","Present",1977,"UTK","Bachelor of Science","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","Yes","No","Present","","N",1990,"WE6 - $50,000 < $100,000",NA
"10505",3485,"F","Brentwood","TN","37024","Yes","Present",1977,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",1978,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration","No","","No","Missing","","Y",1980,"WEZ - Unable to Rate",NA
"12350",3487,"M","Newcastle","WA","98059","Yes","Present",2007,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Missing","","N",2008,"WEC - $1 < $2,500",NA
"41394",3493,"F","Signal Mountain","TN","37377","Yes","Missing",1967,"UTK"," ","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","Yes","No","Present","UTK - Alpha Omicron Pi","Y",1985,"WE5 - $100,000 < $250,000",NA
"10797",3494,"F","Cleveland","TN","37323","Yes","Present",1995,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Missing","","Y",1996,"WE7 - $25,000 < $50,000",NA
"2145",3499,"M","Aiken","SC","29803","No","Present",1964,"UTK","Bachelor of Science","Bus Adm - UTK","Industrial Management",NA," "," "," "," ","No","Yes","No","Missing","","N",1978,"WE5 - $100,000 < $250,000",NA
"1848",3501,"M","Lafayette","LA","70503","Yes","Missing",1980,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","Yes","No","Missing","","N",1990,"WEZ - Unable to Rate",NA
"14650",3504,"M","Cincinnati","OH","45247","Yes","Present",1983,"UTK","Bachelor of Science","Bus Adm - UTK","Real Estate & Urban Development",NA," "," "," "," ","No","","No","Missing","","Y",1986,"WE5 - $100,000 < $250,000",NA
"38782",3508,"F","Powell","TN","37849","Yes","Present",1984,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Present","","N",1985,"WE7 - $25,000 < $50,000",NA
"41613",3511,"M","Brentwood","TN","37027","Yes","Present",1969,"UTK","Bachelor of Science","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","","No","Present","","N",2006,"WE6 - $50,000 < $100,000",NA
"39111",3515,"F","Atlanta","GA","30342","No","Present",1980,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","Yes","No","Present","","N",2005,"WE4 - $250,000 < $500,000",NA
"39180",3516,"M","Collierville","TN","38017","Yes","Present",1973,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","","No","Present","","N",1978,"WE5 - $100,000 < $250,000",NA
"6501",3519,"F","Atlanta","GA","30312","Yes","Present",2007,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",2008,"UTK","Master of Accountancy","Bus Adm - UTK","Accounting","No","","No","Missing","","N",2009,"WEZ - Unable to Rate",NA
"10254",3527,"M","Morristown","TN","37814","Yes","Present",1989,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Missing","","N",1991,"WE6 - $50,000 < $100,000",NA
"16877",3531,"F","Powell","TN","37849","No","Present",2000,"UTK","Master of Science","Educ - UTK","Human Performance & Sport Studies",2014,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration","No","","No","Missing","","N",2004,"WEA - $5,000 < $10,000",NA
"40184",3541,"F","North Chesterfield","VA","23236","Yes","Present",1985,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","Yes","No","Present","","N",2010,"WE7 - $25,000 < $50,000",NA
